Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
11,69,King Edward Public School,112 Lippincott Street,1188,112,39,0,1137,103,11,4,10,1265,346,0.27,0,0
11,70,Kensington Gardens North,45 Brunswick Avenue,49,0,0,0,49,0,0,0,0,49,2,0.04,0,0
11,71,Kensington Gardens South,25 Brunswick Avenue,103,0,0,0,101,2,0,0,0,103,2,0.02,0,0
11,72,St.Stephen-In-The-Fields Church,103 Bellevue Ave,1538,66,48,2,1410,109,10,0,41,1570,243,0.15,0,0
11,73,Kensington Manor,34 Oxford Street,979,45,20,8,946,38,9,1,13,1007,228,0.23,0,1
11,74,The Scott Mission,502 Spadina Avenue,0,12,0,0,12,1,0,0,0,13,13,1,0,0
11,76,Cecil Community Centre,58 Cecil Street,1481,88,73,2,1422,49,11,2,24,1508,262,0.18,0,2
11,77,Mon Sheong Home for the Aged,36 D'Arcy Street,74,14,0,0,88,0,0,0,0,88,18,0.2,0,0
11,78,St. Patrick's Parish Church,137 Mc Caul St,1337,65,72,5,1231,83,8,2,10,1334,221,0.17,0,0
11,79,One Park Lane,280 Simcoe Street,472,24,7,9,443,36,7,4,0,490,164,0.33,0,0
11,80,Chelsea Hotel,33 Gerrard St W,2029,107,184,12,1830,96,8,6,16,1956,392,0.2,0,0
11,81,Horizon on Bay,633 Bay Street,556,8,19,0,499,35,6,4,0,544,130,0.24,0,0
11,82,Aura at College Park,388 Yonge Street,508,27,13,2,506,10,4,0,3,523,76,0.15,2,0
11,83,The Liberties,717 Bay Street,649,18,20,2,601,36,4,5,0,646,147,0.23,0,1
11,84,Residences of College Park I & II,761 Bay St,947,22,16,2,919,32,0,1,0,952,173,0.18,0,0
11,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1247,NA,3,0
11,98,Cecil Community Centre,58 Cecil Street,NA,213,79,18,NA,NA,NA,NA,NA,NA,2278,NA,3,1
11,99,Rosedale United Church,159 Roxborough Drive,NA,69,70,55,NA,NA,NA,NA,NA,NA,1881,NA,0,1
11 Total,NA,NA,NA,79750,3944,3347,405,71407,7487,722,251,480,80347,25690,0.32,38,13
12,1,Lewis Garnsworthy Residence,2353 Dufferin Street,237,9,30,1,201,14,0,1,0,216,74,0.34,0,0
12,2,Doug Saunders Apartments,1775 Eglinton Avenue West,580,21,5,1,459,134,1,0,3,597,175,0.29,1,0
12,3,St. Thomas Aquinas School,636 Glenholme Avenue,2184,41,47,10,1564,580,15,4,20,2183,461,0.21,4,0
12,4,Fairbank Community Centre,2213 Dufferin Street,1976,35,42,5,1164,783,7,1,16,1971,438,0.22,4,1
12,5,D'Arcy McGee Catholic School,20 Bansley Avenue,3385,67,44,9,2296,1058,22,14,18,3408,658,0.19,0,2
12,7,Pine Villa Residence,1035 Eglinton Avenue West,33,19,29,0,18,5,0,0,0,23,19,0.83,3,0
12,8,Cedarvale Community School,145 Ava Road,1862,22,20,0,1746,105,10,1,3,1865,560,0.3,5,0
12,9,Glen Gardens Apartments,989 Eglinton Avenue West,933,20,22,2,876,46,1,1,6,930,287,0.31,1,1
12,10,Beth Tzedec Synagogue,1700 Bathurst Street,1711,27,50,2,1594,87,12,1,0,1694,343,0.2,1,0
12,11,Forest Hill Public Library,700 Eglinton Avenue West,1621,22,56,0,1517,64,3,0,2,1586,338,0.21,0,0
12,12,Oriole Park Jr. Public School,80 Braemar Avenue,2751,108,95,13,2551,188,14,8,13,2774,643,0.23,0,2
12,13,North Toronto Memorial C.C.,200 Eglinton Ave W,2332,60,43,1,2171,148,15,7,16,2357,467,0.2,0,0
12,14,Quantum - South Tower,2181 Yonge St,362,12,9,1,349,14,1,0,0,364,108,0.3,0,0
12,15,Quantum 2 - North Tower,2191 Yonge Street,607,14,3,2,585,23,9,1,0,618,123,0.2,1,0
12,16,The Dunfield Retirement Residence,77 Dunfield Avenue,120,52,2,2,166,3,1,0,0,170,92,0.54,0,0
12,17,The Madison,89 Dunfield Ave,677,21,13,1,667,17,1,0,0,685,131,0.19,0,0
12,18,Montgomery Place,130 Eglinton Avenue East,1162,61,68,2,1063,73,9,8,5,1158,300,0.26,0,5
12,19,North Toronto Collegiate Institute,17 Broadway Ave,2835,46,136,7,2564,156,15,12,1,2748,461,0.17,1,0
12,20,E Condos,8 Eglinton Ave E,376,17,13,0,374,6,0,0,0,380,56,0.15,0,0
12,21,The Art Shoppe Loft and Condos,2149 Yonge St,333,34,1,1,351,15,0,0,0,366,97,0.27,0,0
12,22,Eglinton Junior Public School,223 Eglinton Avenue East,3108,76,69,6,2891,187,20,15,8,3121,543,0.17,1,0
12,23,The Briton House,720 Mount Pleasant Road,139,196,0,0,330,5,0,0,0,335,92,0.27,0,0
12,24,Church Of The Transfiguration,111 Manor Rd E,2026,56,45,4,1883,131,13,7,8,2042,572,0.28,5,0
12,25,Isabel & Arthur Meighen Manor,155 Millwood Road,68,30,28,0,69,1,0,0,0,70,36,0.51,0,0
12,26,Davisville PS/Spectrum Alternative,50 Davisville Ave,2895,61,168,12,2597,173,12,10,4,2796,662,0.24,2,1
12,27,150 Redpath Condos,161 Roehampton Ave,349,6,4,2,346,5,0,0,0,351,51,0.15,0,0
12,28,185 Roehampton Condo,185 Roehampton Ave,429,10,4,3,420,11,0,4,0,435,59,0.14,0,0
12,29,The Eglinton,125 Redpath Ave,245,21,3,0,252,9,0,2,0,263,57,0.22,0,0
12,30,Lillian Park,"33 Dunfield Ave, former Toronto",555,75,25,3,572,30,1,5,1,609,218,0.36,0,0
12,31,225 Davisville Avenue,225 Davisville Avenue,465,21,25,2,417,37,4,2,0,460,139,0.3,0,0
12,33,The Claremont Retirement Residence,305 Balliol St,47,20,17,0,49,1,0,0,0,50,34,0.68,0,0
12,34,George Barker Manor,384 Mount Pleasant Road,1770,34,23,18,1638,114,19,3,6,1780,541,0.3,0,0
12,35,Janet McGee Manor,71 Merton Street,1789,41,40,6,1664,103,9,1,23,1800,525,0.29,2,0
12,36,Deer Park Public School,23 Ferndale Avenue,3209,77,138,9,2914,208,19,14,12,3167,761,0.24,1,1
12,39,Calvin Presbyterian Church,26 Delisle Avenue,2889,61,136,8,2634,156,12,9,11,2822,749,0.27,1,1
12,40,Christ Church Deer Park,1570 Yonge Street,3112,89,114,8,2855,209,21,4,0,3089,741,0.24,0,0
12,42,Timothy Eaton Memorial Church,230 St. Clair Avenue West,2667,47,110,5,2446,149,21,2,2,2620,422,0.16,0,0
12,43,Grace Church-on-the-Hill,300 Lonsdale Road,2401,58,76,7,2297,100,5,3,2,2407,479,0.2,0,10
12,45,Cedarvale Terrace Nursing Home,429 Walmer Road,33,34,15,2,48,4,0,0,0,52,45,0.87,3,0
12,46,Park Towers,400 Walmer Road,767,23,72,0,676,39,4,2,3,724,237,0.33,0,1
12,47,Holy Rosary Church Parish Hall,354 St. Clair Avenue West,3775,91,145,23,3538,170,16,5,6,3735,843,0.23,0,0
12,49,Tichester Gardens,31 Tichester Road,2149,36,78,9,1886,201,15,4,1,2107,556,0.26,2,1
12,50,Louise Towers,130 Vaughan Road,1995,55,84,7,1620,326,15,3,3,1967,487,0.25,6,0
12,51,Rose of Sharon,17 Maplewood Avenue,5,6,0,0,11,0,0,0,0,11,3,0.27,0,0
12,52,Humewood Community School,15 Cherrywood Avenue,2760,51,50,3,2340,386,14,7,11,2758,737,0.27,1,2
12,54,St. Alphonsus Catholic School,60 Atlas Avenue,2183,73,49,1,1767,393,16,3,28,2207,706,0.32,0,0
12,55,Hellenic Home,33 Winona Drive,290,17,1,0,305,1,0,0,0,306,121,0.4,1,0
12,56,Rakoczi Villa 1,747 St Clair Ave W,102,3,0,2,89,14,1,1,0,105,41,0.4,0,1
12,58,St. Matthew's Bracondale House,707 St. Clair Avenue W.,156,5,12,1,140,11,0,0,0,151,72,0.48,0,1
12,59,Artscape Wychwood Barns,601 Christie Street,3244,94,39,11,2884,345,33,23,15,3300,989,0.3,7,1
12,60,St. Michael and All Angels Church,611 St. Clair Avenue West,1843,14,49,0,1568,183,23,10,24,1808,528,0.3,0,7
12,61,Na-Me-Res Sagatay,26 Vaughan Road,19,4,0,0,15,5,0,0,3,23,8,0.35,0,0
12,62,Hillcrest Community Centre,1339 Bathurst Street,1894,49,63,6,1736,133,10,1,3,1883,474,0.26,0,9
12,65,Bradgate Arms,54 Foxbar Road,55,11,11,0,53,2,0,0,0,55,26,0.47,0,0
12,67,Granite Place,63 St. Clair Avenue West,335,8,7,2,320,14,1,0,0,335,170,0.51,0,0
12,68,Cottingham Jr. Public School,85 Birch Avenue,2508,105,49,2,2427,124,20,9,9,2589,605,0.23,3,0
12,69,Toronto Records & Archives Centre,255 Spadina Road,2368,87,65,12,2238,117,22,8,6,2391,603,0.25,0,1
12,70,Habayit Shelanu Seniors Residence,155 Kendal Avenue,73,1,3,0,70,0,0,1,0,71,25,0.37,0,1
12,71,Castleview Wychwood Towers,351 Christie Street,321,20,293,0,42,6,0,0,0,48,27,0.56,0,0
12,72,Christie Gardens,600 Melita Crescent,423,0,33,3,386,4,0,0,0,390,199,0.51,1,0
12,73,St. Bruno Catholic School,402 Melita Crescent,2494,92,34,12,1967,544,24,12,4,2551,714,0.28,0,3
12,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,NA,4,0
12,98,Timothy Eaton Memorial Church,230 St Clair Ave West,NA,219,71,69,NA,NA,NA,NA,NA,NA,4359,NA,0,4
12,99,North Toronto Memorial C.C.,200 Eglinton Ave W,NA,72,36,38,NA,NA,NA,NA,NA,NA,1525,NA,0,0
12 Total,NA,NA,NA,84032,2857,3012,356,74676,8170,506,229,296,83877,28153,0.34,61,56
13,1,St. Joseph's College,74 Wellesley Street West,1422,38,39,3,1337,56,8,2,17,1420,167,0.12,0,0
13,2,La Place Marie,25 St. Mary Street,279,15,10,2,248,24,6,5,1,284,86,0.3,0,0
13,3,Polo Club,1055 Bay Street,389,10,9,1,344,38,3,5,0,390,98,0.25,0,0
13,4,The Polo Club II,44 St. Joseph Street,432,12,18,6,371,40,5,0,9,425,116,0.27,0,0
13,5,1001 Bay Street,1001 Bay Street,656,10,13,0,597,51,2,3,0,653,127,0.19,0,0
13,6,Century Plaza,24 Wellesley Street West,408,5,5,7,376,27,3,2,0,408,116,0.29,0,2
13,7,Five Condos,5 St Joseph Street,241,12,6,0,245,1,0,1,0,247,47,0.19,0,0
13,8,Gloucester Gate Residence,30 Gloucester Street,261,13,2,1,246,22,4,0,0,272,112,0.41,0,0
13,10,Casa Residenza Condominio,33 Charles Street East,338,4,7,1,322,10,2,1,0,335,64,0.19,0,0
13,11,Chaz,45 Charles St E,273,13,4,0,277,4,1,0,0,282,47,0.17,0,0
13,12,X2,101 Charles St E,363,14,5,2,366,1,3,2,0,372,70,0.19,0,0
13,13,519 Church Street Community Centre,519 Church Street,2762,76,107,6,2572,127,22,10,6,2737,544,0.2,0,0
13,14,Plaza One Hundred,100 Wellesley Street East,459,0,13,0,405,29,5,5,0,444,126,0.28,0,0
13,15,Verve,120 Homewood Avenue,602,9,3,3,579,21,5,2,0,607,188,0.31,0,0
13,16,Rekai Wellesley Central Place,160 Wellesley St. East,40,15,22,0,33,0,0,0,0,33,24,0.73,0,0
13,17,Wellesley Central Residences,490 Sherbourne Street,85,2,1,0,79,6,0,0,0,85,25,0.29,0,0
13,18,The 500 on Sherbourne,500 Sherbourne Street,429,11,11,3,406,18,3,2,1,430,126,0.29,0,0
13,19,Wellesley Community Centre,495 Sherbourne Street,2963,27,63,5,2511,394,16,13,4,2938,359,0.12,0,0
13,20,Msgr. Fraser College Isabella,25 Linden Street,2245,101,116,3,2048,131,23,17,22,2241,465,0.21,3,0
13,21,Greenwin Square,77 Huntley Street,492,8,13,0,460,19,7,0,0,486,125,0.26,0,0
13,22,The Hamilton,375 Bleecker Street,480,13,8,5,387,91,3,5,0,486,101,0.21,0,0
13,23,The Quebec,730 Ontario Street,387,12,23,2,263,114,1,0,0,378,135,0.36,0,0
13,24,The Toronto,77 Howard Street,488,13,18,1,373,106,2,2,0,483,120,0.25,0,0
13,25,The St. John's,700 Ontario Street,372,8,29,2,243,107,2,0,0,352,119,0.34,0,0
13,26,Rose Avenue Public School,675 Ontario Street,3811,56,95,12,3004,746,15,8,1,3774,577,0.15,1,0
13,27,The Richmond,323 Richmond Street East,568,24,17,3,525,41,7,1,0,574,228,0.4,0,0
13,29,Sprucecourt Jr Public School,70 Spruce Street,3096,123,81,21,2923,135,62,14,15,3149,980,0.31,3,0
13,30,Winchester Square Apartments,55 Bleecker Street,2096,72,149,11,1744,238,20,11,13,2026,375,0.19,1,1
13,31,Diane Frankling Co-Op Homes,85 Bleecker Street,340,9,1,6,292,52,2,2,0,348,134,0.39,0,0
13,32,Fudger House,439 Sherbourne Street,44,22,0,0,62,5,0,0,0,67,28,0.42,1,0
13,33,Our Lady of Lourdes Catholic School,444 Sherbourne St,2170,49,85,5,1949,142,31,4,9,2135,356,0.17,2,0
13,34,L'Esprit 1,15 Maitland Place,578,11,13,0,527,39,9,1,0,576,253,0.44,0,0
13,35,Celebrity Place,77 Maitland Place,545,15,3,3,497,49,6,3,0,555,225,0.41,0,1
13,36,40 Homewood Avenue,40 Homewood Avenue,600,27,23,2,546,50,4,3,0,603,239,0.4,0,1
13,37,Donvale Manor,330 Gerrard St E,90,8,1,0,93,4,0,0,0,97,38,0.39,0,0
13,38,College francais,100 Carlton Street,1662,25,44,15,1496,120,15,11,0,1642,386,0.24,0,0
13,39,Tobias House,84 Carlton Street,171,4,3,4,154,17,1,1,0,173,55,0.32,0,0
13,40,Church Street Public School,83 Alexander Street,2755,88,122,22,2433,218,42,23,8,2724,729,0.27,0,1
13,41,Wellesley Jarvis,460 Jarvis Street,201,2,1,2,183,18,1,0,0,202,42,0.21,0,1
13,42,The Massey Tower,197 Yonge St,311,7,7,3,305,5,0,1,0,311,36,0.14,0,7
13,43,Wellesley on the Park,11 Wellesley St W,371,13,3,3,377,4,0,0,0,381,45,0.12,0,1
13,44,Teahouse Condos,501 Yonge St,3,23,0,0,26,1,0,0,0,27,27,1,0,0
13,45,YMCA Metro Central,20 Grosvenor Street,2598,67,40,12,2419,155,26,5,14,2619,441,0.17,0,0
13,47,Collegeview Apartments,423 Yonge Street,315,8,45,0,269,7,1,0,0,277,78,0.29,0,1
13,48,Dundas Square Gardens,200 Dundas St E,604,17,16,0,592,10,2,0,0,604,55,0.09,0,1
13,49,TMU - Student Centre,63 Gould Street,2902,129,124,9,2651,195,25,10,27,2908,498,0.17,0,7
13,50,The Met,21 Carlton Street,340,14,14,1,331,7,1,2,0,341,77,0.23,0,0
13,51,Encore at the Met,25 Carlton St,322,4,28,0,284,13,1,0,0,298,69,0.23,0,0
13,52,The Merchandise Building,155 Dalhousie Street,657,17,5,0,627,35,5,2,0,669,233,0.35,0,0
13,53,Metta Housing Co-op,99 Dalhousie Street,661,14,26,10,553,80,9,6,0,648,153,0.24,0,0
13,54,145 Mutual Street,145 Mutual Street,683,29,44,2,603,56,8,1,0,668,180,0.27,0,0
13,55,261 Jarvis Street,261 Jarvis Street,316,9,7,0,254,62,2,0,0,318,72,0.23,0,0
13,56,Seaton House,339 George Street,51,4,0,0,55,0,0,0,0,55,3,0.05,0,0
13,57,Ecole Gabrielle-Roy,14 Pembroke St,1680,76,76,5,1570,99,10,5,1,1685,259,0.15,0,0
13,58,William Dennison Apartments,310 Dundas Street East,137,3,8,0,129,3,0,0,0,132,61,0.46,0,0
13,59,Dan Harrison Complex,251 Sherbourne Street,280,3,7,0,257,19,1,0,0,277,36,0.13,0,0
13,60,Rekai Centre,345 Sherbourne Street,132,8,43,2,86,10,1,0,0,97,18,0.19,0,0
13,61,Parliament St. Public Library,269 Gerrard St East,647,55,33,2,590,52,15,4,8,669,151,0.23,0,0
13,62,Lord Dufferin Public School,350 Parliament Street,1992,81,150,4,1736,152,23,10,3,1924,394,0.2,0,0
13,63,Pam McConnell Aquatic Centre,640 Dundas Street East,2559,114,49,0,2554,61,10,3,1,2629,641,0.24,0,0
13,64,Oak Street Housing Co-op,120 Cornwall Street,185,19,17,10,162,25,1,1,0,189,72,0.39,0,1
13,65,220 Oak Street,220 Oak Street,1104,17,58,2,1022,35,3,2,1,1063,237,0.22,1,0
13,66,Edna Dixon Apartments,540 Queen Street East,320,20,13,1,299,31,0,0,0,330,101,0.31,0,0
13,69,YC Condos,7 Grenville St,316,8,0,0,321,2,0,0,0,323,47,0.15,0,0
13,70,John Innes Community Centre,150 Sherbourne Street,3213,82,206,10,2879,162,20,5,13,3079,509,0.17,1,0
13,71,Regent Park Community Centre,402 Shuter Street,2396,236,56,8,2330,218,21,5,10,2584,716,0.28,0,0
13,72,Metropolitan United Church,56 Queen Street East,2602,101,128,16,2311,183,10,7,64,2575,377,0.15,0,0
13,73,88 North Condos,77 Shuter St,158,14,2,3,162,5,2,0,0,169,34,0.2,0,0
13,74,St. James Cathedral Centre,65 Church Street,1596,25,75,2,1300,50,8,7,180,1545,206,0.13,2,0
13,75,Muriel Collins Housing Co-op,79 Richmond St. East,795,40,24,3,736,68,9,1,2,816,215,0.26,0,0
13,76,Fred Victor Centre,145 Queen Street East,103,10,3,0,110,0,0,0,0,110,22,0.2,1,0
13,77,Vu,112 George Street,610,25,69,0,531,29,3,3,0,566,203,0.36,0,0
13,78,King's Court,230 King St. East,401,21,23,2,364,30,4,0,0,398,141,0.35,0,0
13,79,501 Adelaide St. East,501 Adelaide St. East,2181,83,32,2,2104,109,5,2,11,2231,411,0.18,1,0
13,81,585 King Street East,585 King Street East,1689,65,50,6,1602,84,13,8,3,1710,425,0.25,1,0
13,82,Cooper Koo Family YMCA,461 Cherry St,2075,110,72,12,2005,91,9,7,5,2117,559,0.26,0,0
13,83,411 Church,411 Church St,366,23,4,0,378,4,2,0,1,385,45,0.12,0,0
13,84,Stanley Condos,403 Church St,318,6,8,0,315,4,0,0,0,319,46,0.14,0,0
13,85,Fred Victor,20 Palace St,88,4,0,1,84,8,0,0,0,92,23,0.25,0,0
13,86,Wigwamen,75 Cooperage St,135,10,2,4,130,13,0,0,0,143,31,0.22,0,0
13,87,Grid Condos,181 Dundas St E,341,19,13,1,345,0,0,0,0,345,44,0.13,0,0
13,88,St. Lawrence Community Rec Centre,230 The Esplanade,1650,64,40,3,1405,261,15,3,4,1688,325,0.19,0,0
13,89,New Times Square,109 Front Street East,765,19,12,8,674,74,10,14,2,774,213,0.28,1,1
13,90,Temporary North Market - St. Lawrence,125 The Esplanade,2698,42,100,4,2451,155,12,10,12,2640,445,0.17,2,1
13,91,Market Square,80 Front St. E,423,20,9,0,399,33,1,2,0,435,197,0.45,1,0
13,93,L Tower,8 The Esplanade,409,22,9,2,410,10,1,1,0,422,74,0.18,0,0
13,94,The Selby,25 Selby St,10,64,0,0,68,8,2,0,0,78,73,0.94,0,0
13,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010,NA,2,0
13,98,Wellesley Community Centre,495 Sherbourne Street,NA,141,68,78,NA,NA,NA,NA,NA,NA,2952,NA,1,3
13,99,St. Lawrence Community Rec Centre,230 The Esplanade,NA,82,67,41,NA,NA,NA,NA,NA,NA,1641,NA,1,1
13 Total,NA,NA,NA,80101,3063,3068,431,72681,6029,632,286,468,80096,23073,0.29,26,31
14,1,Royal Canadian Legion Branch 10,1083 Pape Avenue,2004,35,28,6,1736,232,35,12,4,2019,442,0.22,0,0
14,2,Sisters of St. Joseph of Toronto,2 O'Connor Drive,5,31,0,0,30,6,0,0,0,36,36,1,0,0
14,3,East York Community Centre,1081 1/2 Pape Avenue,2697,23,70,8,2437,189,15,6,5,2652,427,0.16,0,0
14,5,Diefenbaker Elementary School,175 Plains Road,1711,13,22,2,1480,193,9,8,13,1703,430,0.25,6,0
14,6,Cosburn Middle School,520 Cosburn Ave,1831,21,24,3,1602,185,17,16,7,1827,462,0.25,0,1
14,8,Holy Cross Catholic School,299A Donlands Ave,2445,32,28,16,2156,261,25,9,0,2451,626,0.26,3,0
14,9,Blair Court Apartments,266 Donlands Avenue,1993,42,63,11,1636,313,13,7,3,1972,443,0.22,0,0
14,10,Bethany Baptist Church,1041 Pape Avenue,1185,20,41,1,1012,130,7,7,11,1167,237,0.2,0,0
14,11,Westwood Middle School,994 Carlaw Avenue,2126,33,58,7,1895,184,12,2,10,2103,327,0.16,0,0
14,12,The Estonian House,958 Broadview Avenue,2151,30,53,6,1915,189,16,10,1,2131,509,0.24,0,0
14,13,Broadview (717),717 Broadview Ave,73,2,0,3,73,4,0,0,0,77,41,0.53,0,0
14,14,Broadview Manor,80 Danforth Avenue,2113,68,57,8,1948,125,23,15,12,2123,608,0.29,0,0
14,15,Jackman Avenue Public School,79 Jackman Avenue,2046,54,40,9,1918,105,22,6,10,2061,680,0.33,2,0
14,16,Montcrest Apartments,655 Broadview Avenue,367,17,22,3,345,18,0,1,0,364,169,0.46,0,0
14,17,Montcrest Apartments,10 Hogarth Avenue,392,16,24,3,352,28,5,0,0,385,186,0.48,0,0
14,18,Frankland Community School Jr.,816 Logan Avenue,2944,109,57,7,2732,179,30,13,44,2998,970,0.32,0,0
14,19,Centennial College,951 Carlaw Avenue,1597,42,28,11,1441,137,17,13,7,1615,513,0.32,0,2
14,20,Calvary Church,746 Pape Avenue,1643,50,26,4,1419,143,28,19,53,1662,407,0.24,0,0
14,21,Nisbet Lodge,740 Pape Avenue,132,35,36,0,121,10,0,0,0,131,51,0.39,0,0
14,22,St. Irene Greek Orthodox Church,66 Gough Avenue,1240,31,26,0,1132,79,14,6,14,1245,360,0.29,3,0
14,23,Pape Danforth Public Library,701 Pape Ave,1464,48,27,6,1373,81,15,1,18,1488,453,0.3,0,0
14,24,Wilkinson Jr. Public School,53 Donlands Avenue,2348,48,38,10,2099,197,26,17,21,2360,723,0.31,1,0
14,25,Greenwood Towers,145 Strathmore Blvd.,1751,50,46,7,1482,201,29,14,35,1761,511,0.29,1,0
14,26,Monarch Park Collegiate,1 Hanson Street,1280,43,25,4,1128,122,17,15,17,1299,432,0.33,0,0
14,27,St. Patrick Secondary School,49 Felstead Ave,1855,43,31,7,1643,172,36,14,6,1871,504,0.27,0,0
14,28,Fred J. Beavis Apartments,110 Unity Road,306,10,14,2,282,18,1,0,1,302,126,0.43,2,3
14,29,Eastview Community Centre,86 Blake Street,2617,60,53,6,2339,209,57,13,8,2626,649,0.25,5,0
14,30,Withrow Avenue Jr Public School,25 Bain Avenue,3371,120,96,18,3217,142,35,5,2,3401,906,0.27,2,0
14,31,Hennick Bridgepoint Hospital,1 Bridgepoint Drive,44,44,43,0,41,4,0,0,0,45,45,1,0,0
14,32,Riverdale Public Library,370 Broadview Avenue,2163,79,35,2,2068,89,30,5,19,2211,596,0.27,0,0
14,34,Ray McCleary Towers,444 Logan Avenue,186,3,5,0,180,5,0,0,0,185,61,0.33,0,0
14,35,Ralph Thornton Community Centre,765 Queen St E,1318,124,50,2,1285,74,16,6,13,1394,379,0.27,0,0
14,36,Matty Eckler Recreation Centre,953 Gerrard Street East,2235,59,32,13,2065,150,33,10,9,2267,535,0.24,0,0
14,37,Francis Beavis Manor,369 Pape Avenue,1332,34,17,4,1277,56,12,6,3,1354,402,0.3,0,0
14,38,Blake Street Jr. Public School,21 Boultbee Avenue,1167,26,14,11,1041,109,11,17,1,1179,370,0.31,0,1
14,39,Riverdale Collegiate Institute,1094 Gerrard Street East,1808,38,31,7,1601,177,16,13,6,1813,409,0.23,0,0
14,40,Roden Junior Public School,151 Hiawatha Road,2462,101,34,17,2311,181,21,15,9,2537,676,0.27,1,0
14,41,Glen Rhodes United Church,1470 Gerrard Street East,1537,42,22,3,1419,102,10,15,13,1559,405,0.26,2,0
14,43,S. H. Armstrong Community Centre,56 Woodfield Rd,3316,100,175,18,2895,281,28,25,13,3242,893,0.28,3,0
14,44,Leslieville Jr. Public School,254 Leslie Street,2145,58,34,5,1904,211,20,15,21,2171,495,0.23,0,1
14,45,St. Joseph's Place,67 Curzon Street,787,29,19,3,702,81,5,5,7,800,252,0.32,0,0
14,46,Avondale Retirement Residence,1238 Queen Street East,51,10,37,0,20,3,1,0,0,24,17,0.71,0,0
14,47,Heritage Nursing Home,1195 Queen Street East,36,12,0,0,46,1,0,1,0,48,14,0.29,1,0
14,48,Bruce Jr. Public School,51 Larchmount Avenue,1878,43,45,4,1683,168,17,1,4,1873,496,0.26,3,0
14,49,Jack Layton Seniors Housing,1070 Queen Street East,1028,36,21,2,921,91,17,11,4,1044,319,0.31,0,1
14,50,Morse Street Public School,180 Carlaw Avenue,2680,55,76,11,2459,157,21,9,22,2668,673,0.25,0,0
14,51,Jimmie Simpson Recreation Centre,870 Queen Street East,1723,59,22,5,1600,121,24,10,9,1764,498,0.28,0,0
14,52,Queen Alexandra Sr. Public School,181 Broadview Avenue,2775,81,50,14,2571,198,28,10,4,2811,757,0.27,0,0
14,53,Ecole elementaire la Mosaique,80 Queensdale Avenue,2722,38,45,14,2322,298,75,18,1,2714,889,0.33,0,0
14,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1186,NA,2,0
14,98,East York Community Centre,1081 1/2 Pape Ave,NA,78,49,51,NA,NA,NA,NA,NA,NA,3159,NA,8,3
14,99,Matty Eckler Recreation Centre,953 Gerrard Street East,NA,128,61,77,NA,NA,NA,NA,NA,NA,2652,NA,3,3
14 Total,NA,NA,NA,79080,2403,1950,431,71354,6409,889,421,460,79533,28406,0.36,48,15
15,1,Fairmeadow Centre,17 Fairmeadow Ave,1481,27,6,3,1396,93,10,1,1,1501,335,0.22,0,0
15,2,Trinity Presbyterian Church,2737 Bayview Ave,1494,24,12,6,1281,211,7,6,0,1505,298,0.2,0,0
15,3,Harrison Public School,81 Harrison Road,1759,26,11,1,1652,99,14,8,1,1774,347,0.2,0,0
15,4,Dunlace Public School,20 Dunlace Drive,1686,21,18,7,1558,112,14,4,0,1688,414,0.25,0,0
15,5,Windfields Middle School,375 Banbury Rd,1645,18,19,2,1541,98,4,1,0,1644,348,0.21,1,0
15,7,Owen Public School,111 Owen Blvd.,1758,2,22,0,1611,112,13,2,0,1738,447,0.26,0,3
15,8,Hillside Ravines,38 William Carson Crescent,647,22,8,3,617,41,4,1,0,663,281,0.42,0,0
15,9,St. John's York Mills Church,19 Don Ridge Drive,1442,3,40,2,1283,100,8,6,4,1401,295,0.21,1,0
15,10,Agricola Finnish Lutheran Church,25 Old York Mills Road,1399,20,15,3,1299,95,5,4,3,1406,401,0.29,1,0
15,11,Four Teddington Park,4 Teddington Park Avenue,30,3,1,0,25,6,0,1,0,32,5,0.16,0,0
15,12,Moore Place,801 Mount Pleasant Road,165,9,5,0,160,7,1,1,0,169,62,0.37,1,0
15,13,Banbury Community Centre,120 Banbury Road,1891,11,19,1,1728,144,7,4,2,1885,332,0.18,0,0
15,14,Denlow Public School,50 Denlow Blvd,2341,22,35,6,2162,145,14,6,0,2327,508,0.22,0,0
15,15,Toronto Botanical Gardens,777 Lawrence Ave E,996,10,16,0,917,69,7,0,0,993,125,0.13,0,0
15,16,Sunnybrook Hospital,2075 Bayview Avenue,0,49,0,0,49,0,0,0,0,49,49,1,1,0
15,17,Lawrence Park Community Church,2180 Bayview Ave,1370,41,4,12,1241,139,18,8,2,1408,382,0.27,0,0
15,18,Joseph Brown Manor,3179 Yonge Street,2099,44,60,9,1801,227,19,7,27,2081,633,0.3,0,0
15,20,Blythwood Road Baptist Church,80 Blythwood Road,1838,37,47,4,1624,180,13,8,6,1831,627,0.34,0,0
